CollectionNumber,Collection_Code,Experimental_Code,County_Collected,Location_farm,Location_Code,Location,Year,Latitude,Longitude,Host Plant,Date Collected,Stoarage Location,Storage conditions,Locus1 sequenced,Primers Locus 1,Organism,Clade,Manuscript_Species,Label,Query coverage,percent_Pairwise_Identity,Sequence Length,Sub. Accession number,Sub. strain,Pathogenicity
164,OEO_O164,BR-CT2-17-1,Escambia,"Brewton Research and Education Center, Field 2",BREWTON2_2021,South,2021,31.15,-87.05,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium cucurbitacearum CBS 748.96,Phytopythium Clade K,Phytopythium cucurbitacearum,Phy. cucurbitacearum,100,98.817,843,AY598667.1,Phytopythium cucurbitacearum CBS 748.96,
540,OEO_O540,EVS-CT2-21,Macon,Plant Breeding Unit of EV Smith Research and education center,EVS2_2022,Central,2022,32.4222484,-85.8858816,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium cucurbitacearum CBS 748.96,Phytopythium Clade K,Phytopythium cucurbitacearum,Phy. cucurbitacearum,100,97.926,673,AY598667.1,Phytopythium cucurbitacearum CBS 748.96,Yes
347,OEO_O347,GF-CT-15,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2022,South,2022,30.538235,-87.883997,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium cucurbitacearum CBS 748.96,Phytopythium Clade K,Phytopythium cucurbitacearum,Phy. cucurbitacearum,99,98.733,869,AY598667.1,Phytopythium cucurbitacearum CBS 748.96,Yes
333,OEO_O333,GF-CT-2,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2022,South,2022,30.538235,-87.883997,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium cucurbitacearum CBS 748.96,Phytopythium Clade K,Phytopythium cucurbitacearum,Phy. cucurbitacearum,100,98.712,851,AY598667.1,Phytopythium cucurbitacearum CBS 748.96,
346,OEO_O346,GF-CT-14,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2022,South,2022,30.538235,-87.883997,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium cucurbitacearum CBS 748.96,Phytopythium Clade K,Phytopythium cucurbitacearum,Phy. cucurbitacearum,99,98.843,868,AY598667.1,Phytopythium cucurbitacearum CBS 748.96,
242,OEO_O242,GF-CT2-22-1,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium cucurbitacearum CBS 748.96,Phytopythium Clade K,Phytopythium cucurbitacearum,Phy. cucurbitacearum,100,98.467,781,AY598667.1,Phytopythium cucurbitacearum CBS 748.96,Yes
244,OEO_O244,GF-CT2-25,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium cucurbitacearum CBS 748.96,Phytopythium Clade K,Phytopythium cucurbitacearum,Phy. cucurbitacearum,99,98.83,856,AY598667.1,Phytopythium cucurbitacearum CBS 748.96,
408,OEO_O408,L-CT-10,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium cucurbitacearum CBS 748.96,Phytopythium Clade K,Phytopythium cucurbitacearum,Phy. cucurbitacearum,99,98.727,867,AY598667.1,Phytopythium cucurbitacearum CBS 748.96,Yes
403,OEO_O403,L-CT-6,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium cucurbitacearum CBS 748.96,Phytopythium Clade K,Phytopythium cucurbitacearum,Phy. cucurbitacearum,99,98.727,869,AY598667.1,Phytopythium cucurbitacearum CBS 748.96,
410,OEO_O410,L-CT-13-1,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium cucurbitacearum CBS 748.96,Phytopythium Clade K,Phytopythium cucurbitacearum,Phy. cucurbitacearum,99,98.725,865,AY598667.1,Phytopythium cucurbitacearum CBS 748.96,
426,OEO_O426,L-CT-30,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium cucurbitacearum CBS 748.96,Phytopythium Clade K,Phytopythium cucurbitacearum,Phy. cucurbitacearum,99,98.479,788,AY598667.1,Phytopythium cucurbitacearum CBS 748.96,
492,OEO_O492,TV-CT-33,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium cucurbitacearum CBS 748.96,Phytopythium Clade K,Phytopythium cucurbitacearum,Phy. cucurbitacearum,99,98.611,866,AY598667.1,Phytopythium cucurbitacearum CBS 748.96,
159,OEO_O159,BR-CT2-11,Escambia,"Brewton Research and Education Center, Field 2",BREWTON2_2021,South,2021,31.15,-87.05,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium helicoides CBS 286.31,Phytopythium Clade K,Phytopythium helicoides,Phy. helicoides,100,97.891,805,AY598665.2,Phytopythium helicoides CBS 286.31,
224,OEO_O224,GF-CT-31,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium helicoides CBS 286.31,Phytopythium Clade K,Phytopythium helicoides,Phy. helicoides,100,97.888,804,AY598665.2,Phytopythium helicoides CBS 286.31,
345,OEO_O345,GF-CT-13,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2022,South,2022,30.538235,-87.883997,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium helicoides CBS 286.31,Phytopythium Clade K,Phytopythium helicoides,Phy. helicoides,100,98.208,614,AY598665.2,Phytopythium helicoides CBS 286.31,
56,OEO_O56,TV-CT2-4-2,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium helicoides CBS 286.31,Phytopythium Clade K,Phytopythium helicoides,Phy. helicoides,100,99.87,767,AY598665.2,Phytopythium helicoides CBS 286.31,Yes
58,OEO_O58,TV-CT2-4-4,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium helicoides CBS 286.31,Phytopythium Clade K,Phytopythium helicoides,Phy. helicoides,100,99.875,797,AY598665.2,Phytopythium helicoides CBS 286.31,Yes
95,OEO_O95,TV-CT2-5,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium helicoides CBS 286.31,Phytopythium Clade K,Phytopythium helicoides,Phy. helicoides,100,99.875,798,AY598665.2,Phytopythium helicoides CBS 286.31,Yes
55,OEO_O55,TV-CT2-4-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Phytopythium helicoides CBS 286.31,Phytopythium Clade K,Phytopythium helicoides,Phy. helicoides,100,99.873,789,AY598665.2,Phytopythium helicoides CBS 286.31,
395,OEO_O395,BR-CT-15,Escambia,"Brewton Research and Education Center, Field 2",BREWTON2_2022,South,2022,31.145726,-87.051663,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium acanthicum CBS 377.34,Pythium Clade D,Pythium acanthicum,Py. acanthicum,98,99.751,812,HQ643410.1,Pythium acanthicum CBS 377.34,Yes
221,OEO_O221,GF-CT-22,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium acanthicum CBS 377.34,Pythium Clade D,Pythium acanthicum,Py. acanthicum,100,98.034,808,AY598617.2,Pythium acanthicum CBS 377.34,Yes
223,OEO_O223,GF-CT-30,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium acanthicum CBS 377.34,Pythium Clade D,Pythium acanthicum,Py. acanthicum,99,100,752,HQ643410.1,Pythium acanthicum CBS 377.34,
555,OEO_O555,PR-CT-18,Autauga,Prattville Research and Education Center field 1,PRATTVILLE1_2022,Central,2022,32.426374,-86.444348,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium acanthicum CBS 377.34,Pythium Clade D,Pythium acanthicum,Py. acanthicum,100,99.685,635,HQ643410.1,Pythium acanthicum CBS 377.34,Yes
320,OEO_O320,WG-CT-1,Henry,Wiregrass Research and Education Center,WIREGRASS_2021,South,2021,31.381029,-85.313688,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium acanthicum CBS 377.34,Pythium Clade D,Pythium acanthicum,Py. acanthicum,99,98.417,825,AY598617.2,Pythium acanthicum CBS 377.34,
321,OEO_O321,WG-CT-2,Henry,Wiregrass Research and Education Center,WIREGRASS_2021,South,2021,31.381029,-85.313688,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium acanthicum CBS 377.34,Pythium Clade D,Pythium acanthicum,Py. acanthicum,98,100,820,HQ643410.1,Pythium acanthicum CBS 377.34,
144,OEO_O144,BR-CT2-2,Escambia,"Brewton Research and Education Center, Field 2",BREWTON2_2021,South,2021,31.15,-87.05,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium aristosporum CBS 263.38,Pythium Clade B,Pythium aristosporum,Py. aristosporum,100,99.882,846,AY598627.2,Pythium aristosporum CBS 263.38,
473,OEO_O473,TV-CT-11,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium coloratum CBS 154.64,Pythium Clade B,Pythium coloratum,Py. coloratum,100,99.729,737,AY598633.2,Pythium coloratum CBS 154.64,Yes
370,OEO_O370,BR-CT-2,Escambia,"Brewton Research and Education Center, Field 1",BREWTON1_2022,South,2022,31.146485,-87.052063,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium deliense CBS 314.33,Pythium Clade A,Pythium deliense,Py. deliense,99,99.878,824,AY598674.2,Pythium deliense CBS 314.33,Yes
371,OEO_O371,BR-CT-3,Escambia,"Brewton Research and Education Center, Field 1",BREWTON1_2022,South,2022,31.146485,-87.052063,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium deliense CBS 314.33,Pythium Clade A,Pythium deliense,Py. deliense,99,99.877,817,AY598674.2,Pythium deliense CBS 314.33,Yes
373,OEO_O373,BR-CT-4-2,Escambia,"Brewton Research and Education Center, Field 1",BREWTON1_2022,South,2022,31.146485,-87.052063,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium deliense CBS 314.33,Pythium Clade A,Pythium deliense,Py. deliense,99,99.635,827,AY598674.2,Pythium deliense CBS 314.33,Yes
382,OEO_O382,BR-CT-24,Escambia,"Brewton Research and Education Center, Field 1",BREWTON1_2022,South,2022,31.146485,-87.052063,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium deliense CBS 314.33,Pythium Clade A,Pythium deliense,Py. deliense,99,99.878,823,AY598674.2,Pythium deliense CBS 314.33,Yes
337,OEO_O337,GF-CT-6-1,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2022,South,2022,30.538235,-87.883997,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium deliense CBS 314.33,Pythium Clade A,Pythium deliense,Py. deliense,100,99.397,829,AY598674.2,Pythium deliense CBS 314.33,Yes
343,OEO_O343,GF-CT-11,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2022,South,2022,30.538235,-87.883997,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium deliense CBS11484,Pythium Clade A,Pythium deliense,Py. deliense,100,100,805,HQ643520.1,Pythium deliense CBS11484,Yes
269,OEO_O269,RH-CT-9-2,Lawrence,Rocky Hill Farms,LAWRENCE1_2021,North,2021,34.68,-87.36,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium dissotocum CBS 166.68,Pythium Clade B,Pythium dissotocum,Py. dissotocum,100,99.515,824,AY598634.2,Pythium dissotocum CBS 166.68,
284,OEO_O284,RH-CT-26,Lawrence,Rocky Hill Farms,LAWRENCE1_2021,North,2021,34.68,-87.36,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium dissotocum CBS 166.68,Pythium Clade B,Pythium dissotocum,Py. dissotocum,99,100,827,AY598634.2,Pythium dissotocum CBS 166.68,
290,OEO_O290,RH-CT-32,Lawrence,Rocky Hill Farms,LAWRENCE1_2021,North,2021,34.68,-87.36,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium dissotocum CBS 166.68,Pythium Clade B,Pythium dissotocum,Py. dissotocum,99,99.879,825,AY598634.2,Pythium dissotocum CBS 166.68,
412,OEO_O412,L-CT-14,Lawrence,Lawrence county field 1,LAWRENCE1_2022,North,2022,34.67,-87.23,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium dissotocum CBS 166.68,Pythium Clade B,Pythium dissotocum,Py. dissotocum,99,99.52,832,AY598634.2,Pythium dissotocum CBS 166.68,Yes
294,OEO_O294,LC-CT-5,Lawrence,Looney Cooney Farms,LAWRENCE2_2021,North,2021,34.68,-87.29,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium dissotocum CBS 166.68,Pythium Clade B,Pythium dissotocum,Py. dissotocum,100,99.879,824,AY598634.2,Pythium dissotocum CBS 166.68,
297,OEO_O297,LC-CT-7,Lawrence,Looney Cooney Farms,LAWRENCE2_2021,North,2021,34.68,-87.29,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium dissotocum CBS 166.68,Pythium Clade B,Pythium dissotocum,Py. dissotocum,100,100,826,AY598634.2,Pythium dissotocum CBS 166.68,
488,OEO_O488,TV-CT-25,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium dissotocum CBS 166.68,Pythium Clade B,Pythium dissotocum,Py. dissotocum,99,99.879,826,AY598634.2,Pythium dissotocum CBS 166.68,Yes
93,OEO_O93,TV-CT2-38-1,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium dissotocum CBS 166.68,Pythium Clade B,Pythium dissotocum,Py. dissotocum,100,100,817,AY598634.2,Pythium dissotocum CBS 166.68,
135,OEO_O135,BR-CT-5-1,Escambia,"Brewton Research and Education Center, Field 1",BREWTON1_2021,South,2021,31.15,-87.05,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium inflatum CBS 168.68,Pythium Clade B,Pythium inflatum,Py. inflatum,99,100,821,AY598626.2,Pythium inflatum CBS 168.68,Yes
239,OEO_O239,GF-CT2-16,Baldwin,Gulfcoast Research and Education Center,GULFCOAST2_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium inflatum CBS 168.68,Pythium Clade B,Pythium inflatum,Py. inflatum,100,100,821,AY598626.2,Pythium inflatum CBS 168.68,
311,OEO_O311,LC-CT-24,Lawrence,Looney Cooney Farms,LAWRENCE2_2021,North,2021,34.68,-87.29,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium inflatum CBS 168.68,Pythium Clade B,Pythium inflatum,Py. inflatum,99,100,822,AY598626.2,Pythium inflatum CBS 168.68,Yes
298,OEO_O298,LC-CT-9,Lawrence,Looney Cooney Farms,LAWRENCE2_2021,North,2021,34.68,-87.29,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium inflatum CBS 168.68,Pythium Clade B,Pythium inflatum,Py. inflatum,99,100,821,AY598626.2,Pythium inflatum CBS 168.68,
372,OEO_O372,BR-CT-4-1,Escambia,"Brewton Research and Education Center, Field 1",BREWTON1_2022,South,2022,31.146485,-87.052063,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,"Pythium oligandrum CBS 382.34, Pythium cedri",Pythium Clade D,Pythium oligandrum/cedri,Py. oligandrum/cedri,99,99.579,717,"AY598618.2, KX423751.1","Pythium oligandrum CBS 382.34, Pythium cedri",Yes
381,OEO_O381,BR-CT-23,Escambia,"Brewton Research and Education Center, Field 1",BREWTON1_2022,South,2022,31.146485,-87.052063,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,"Pythium oligandrum CBS 382.34, Pythium cedri",Pythium Clade D,Pythium oligandrum/cedri,Py. oligandrum/cedri,99,99.631,817,"AY598618.2, KX423751.1","Pythium oligandrum CBS 382.34, Pythium cedri",Yes
394,OEO_O394,BR-CT2-14,Escambia,"Brewton Research and Education Center, Field 2",BREWTON2_2022,South,2022,31.145726,-87.051663,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,"Pythium oligandrum CBS 382.34, Pythium cedri",Pythium Clade D,Pythium oligandrum/cedri,Py. oligandrum/cedri,100,99.269,818,"AY598618.2, KX423751.1","Pythium oligandrum CBS 382.34, Pythium cedri",Yes
306,OEO_O306,LC-CT-19-2,Lawrence,Looney Cooney Farms,LAWRENCE2_2021,North,2021,34.68,-87.29,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,"Pythium oligandrum CBS 382.34, Pythium cedri",Pythium Clade D,Pythium oligandrum/cedri,Py. oligandrum/cedri,100,99.631,813,"AY598618.2, KX423751.1","Pythium oligandrum CBS 382.34, Pythium cedri",
485,OEO_O485,TV-CT-22-2,Limestone,"Tennessee Valley Research and Education Center, Field 1",TVREC1_2022,North,2022,34.690408,-86.879834,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium oopapillum DAOM BR632,Pythium Clade B,Pythium oopapillum,Py. oopapillum,99,99.879,830,FJ655174.2,Pythium oopapillum DAOM BR632,Yes
293,OEO_O293,LC-CT-2,Lawrence,Looney Cooney Farms,LAWRENCE2_2021,North,2021,34.68,-87.29,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium periplocum CBS17068,Pythium Clade D,Pythium periplocum,Py. periplocum,98,99.462,756,HQ643741.1,Pythium periplocum CBS17068,Yes
507,OEO_O507,TV-CT2-17-2,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium periplocum CBS17068,Pythium Clade D,Pythium periplocum,Py. periplocum,98,99.628,814,HQ643741.1,Pythium periplocum CBS17068,Yes
171,OEO_O171,BR-CT2-25,Escambia,"Brewton Research and Education Center, Field 2",BREWTON2_2021,South,2021,31.15,-87.05,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium sp. isolate D37,unknown,Pythium sp. D37,Py. sp. D37,100,100,849,KP183943.1,Pythium sp. isolate D37,
187,OEO_O187,PR-CT2-50,Autauga,Prattville Research and Education Center field 2,PRATTVILLE2_2021,Central,2021,32.424551,-86.445392,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium sp. isolate D37,unknown,Pythium sp. D37,Py. sp. D37,100,100,844,KP183943.1,Pythium sp. isolate D37,
100,OEO_O100,TV-CT2-28,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2021,North,2021,34.693213,-86.88679,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium sp. isolate D37,unknown,Pythium sp. D37,Py. sp. D37,100,100,845,KP183943.1,Pythium sp. isolate D37,
509,OEO_O509,TV-CT2-18-2,Limestone,"Tennessee Valley Research and Education Center, Field 2",TVREC2_2022,North,2022,34.686067,-86.889106,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium sp. isolate D37,unknown,Pythium sp. D37,Py. sp. D37,99,98.949,856,KP183943.1,Pythium sp. isolate D37,
104,OEO_O104,PR-CT-20,Autauga,Prattville Research and Education Center field 1,PRATTVILLE1_2021,Central,2021,32.426267,-86.447546,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium sp. isolate P056,unknown,Pythium sp. P056,Py. sp. P056,100,100,774,KC149973.1,Pythium sp. isolate P056,
149,OEO_O149,BR-CT2-5-2,Escambia,"Brewton Research and Education Center, Field 2",BREWTON2_2021,South,2021,31.15,-87.05,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium torulosum CBS 316.33,Pythium Clade B,Pythium torulosum,Py. torulosum,99,100,826,AY598624.2,Pythium torulosum CBS 316.33,Yes
132,OEO_O132,FC-CT-32,Macon,"Field Crops Unit, EV Smith Research and education center",EVS2_2021,Central,2021,32.49,-85.89,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium torulosum CBS 316.33,Pythium Clade B,Pythium torulosum,Py. torulosum,99,100,825,AY598624.2,Pythium torulosum CBS 316.33,Yes
215,OEO_O215,GF-CT-9,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium torulosum CBS 316.33,Pythium Clade B,Pythium torulosum,Py. torulosum,100,100,825,AY598624.2,Pythium torulosum CBS 316.33,
217,OEO_O217,GF-CT-13,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium torulosum CBS 316.33,Pythium Clade B,Pythium torulosum,Py. torulosum,100,100,824,AY598624.2,Pythium torulosum CBS 316.33,
227,OEO_O227,GF-CT-36,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium torulosum CBS 316.33,Pythium Clade B,Pythium torulosum,Py. torulosum,99,99.879,825,AY598624.2,Pythium torulosum CBS 316.33,
183,OEO_O183,PR-CT2-41,Autauga,Prattville Research and Education Center field 2,PRATTVILLE2_2021,Central,2021,32.424551,-86.445392,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium torulosum CBS 316.33,Pythium Clade B,Pythium torulosum,Py. torulosum,99,100,826,AY598624.2,Pythium torulosum CBS 316.33,Yes
327,OEO_O327,WG-CT-3,Henry,Wiregrass Research and Education Center,WIREGRASS_2022,South,2022,31.378865,-85.310917,COTTON,2022,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium torulosum CBS 316.33,Pythium Clade B,Pythium torulosum,Py. torulosum,100,99.286,839,AY598624.2,Pythium torulosum CBS 316.33,
229,OEO_O229,GF-CT-39,Baldwin,Gulfcoast Research and Education Center,GULFCOAST1_2021,South,2021,30.54,-87.88,COTTON,2021,OEO_OOMYCETE COLLECTION,16ºC,ITS,ITS 6 & 4,Pythium vanterpoolii CBS 295.37,Pythium Clade B,Pythium vanterpoolii,Py. vanterpoolii,100,100,852,AY598685.2,Pythium vanterpoolii CBS 295.37,Yes
